x_0,x_1,x_2
16.073768511708327,7.080232819217498,884.4066566399874
14.938765312632542,8.169101663918838,879.969144977661
17.35763084320527,5.08443544494928,880.7952413170201
13.47254812269244,9.0700916500397,886.7011741998008
11.811985091243866,10.373006353322275,892.4709391561839
17.701985213345452,5.870034335449898,877.6817701007898
14.890239573887296,11.008649159985367,887.6755481412825
21.632315075316704,5.550052300750021,871.9685633799085
15.119299698175078,8.73239058084009,875.0763073932892
16.042409090530654,9.943812496658602,881.4485773373085
13.86106153476181,10.696305023871027,883.4005761699563
15.718454990857008,8.562188014213072,884.9098229853438
14.665326624079395,8.89348606018366,883.7854550557333
16.84415221820856,5.338192490966207,874.1504955424617
14.606225017499074,9.047868733001577,883.8792400813968
15.529231252878946,7.5357041175237445,880.6230230382452
18.12020141900604,8.055832023729605,884.1147799573015
13.75346773357101,10.950577264076962,890.4110434654806
13.639410222470733,8.706063248506814,888.3123411970528
15.464915682169563,9.48427745477088,884.230826167129
13.82726290574663,7.440930829001233,886.3184498565099
14.001162022524483,9.301647637199002,884.0506945586372
15.874306518950563,8.599730677581379,885.351460162137
14.898986015892689,6.279241875938963,880.0478293075404
16.048986742161354,8.202868652032498,886.9068475664109
16.821703043007552,6.854853478800369,878.7210563389064
17.777296794281174,7.00455858527146,883.257757008531
16.74163323424922,7.191736754169675,879.2280684992693
17.15669931120544,8.067025387585655,876.6070541406683
17.218633399086784,6.585433163424076,879.7452956815628
16.774771172569476,5.92248181795611,874.2902538326268
13.472509273873854,8.707498431187847,884.928935009628
16.28445618082736,7.8940020656226615,878.7070621827108
14.202871262681514,9.58506779489265,880.9302304583215
13.058966167802073,10.512466772292276,884.3260147775063
16.39087882879055,8.264129905536281,880.2993724395201
13.90687066709419,8.861413387129371,889.5617042660632
15.459513214023529,6.859297629691818,884.3217456540419
15.656149880021777,7.364493596173113,880.1889634689677
15.915158615888467,8.003679267195459,882.1552197764556
13.770228324421169,9.767974900447726,888.8105761906277
18.17527162746818,9.531690010497007,885.2981330334932
15.862691223575572,7.678880657006255,881.947304722598
15.242770445850102,8.010686455471646,883.7216364999642
15.083091775035957,6.21599416918191,879.3556301222818
12.556555974827278,8.220675115189561,889.326575105891
15.139852482491623,10.597969312185894,887.343632414492
16.80397896154219,6.661443364566354,878.1382460006436
14.502916219039822,8.537364612020319,883.5381901985877
16.360450397670657,9.451110187698866,880.3526131421846
